Track,Album Name,Artist,Release Date,Spotify Playlist Count,Spotify Popularity,YouTube Views,Explicit Track
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,155771.0,80.0,191823612.0,1
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,2023-07-27,106908.0,74.0,30685665.0,1
California Gurls,Girl Power 2023,Katy Perry,2023-09-19,,,4534591.0,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,121256.0,77.0,765780154.0,1
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,278237.0,82.0,2822804239.0,0
7 rings,7 rings,Ariana Grande,2019-01-18,179865.0,77.0,1903198886.0,1
Moonlight,Moonlight,Kali Uchis,2023-02-24,110539.0,74.0,209195939.0,0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,142905.0,67.0,481447573.0,1
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,30.0,,,0
God's Plan,Diplomatic Immunity,Drake,2018-01-20,313741.0,77.0,2040639375.0,1
Sunroof,Sunroof,Nicky Youre,2021-11-26,44652.0,12.0,74610328.0,0
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,2023-08-19,24734.0,81.0,427625497.0,1
MY EYES,UTOPIA,Travis Scott,2023-07-28,103255.0,78.0,42319491.0,1
WORK,GOLDEN HOUR : Part.1,ATEEZ,2024-05-31,678.0,31.0,29271837.0,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,1347.0,65.0,2920155266.0,0
Ghost,Justice,Justin Bieber,2021-03-19,151923.0,80.0,476319277.0,0
Dior,Meet The Woo,Pop Smoke,2019-07-26,294539.0,72.0,909072115.0,1
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,2022-09-30,13.0,17.0,,0
Breakeven,Breakeven (Official 4K Video),The Script,2024-04-25,1.0,,,0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,2022-01-21,107431.0,75.0,662287768.0,1
SAD!,SAD!,XXXTENTACION,2018-03-02,263801.0,75.0,1800863873.0,1
Primera Cita,La Primera Cita - Single,Carin Leon,2023-04-20,35842.0,80.0,415255950.0,0
Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,115332.0,77.0,501908214.0,1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,2018-04-23,273.0,,5004189392.0,0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,2023-11-09,89.0,,143810663.0,0
Slow It Down,Slow It Down,Benson Boone,2024-03-22,11945.0,85.0,25188125.0,0
Yonaguni,Yonaguni,Bad Bunny,2021-06-04,177082.0,71.0,1084871745.0,1
Heathens,Heathens,Twenty One Pilots,2016-06-16,241108.0,78.0,2624180055.0,0
Whoopty,Whoopty,CJ,2020-08-20,213464.0,61.0,810607861.0,1
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07,48103.0,77.0,202977396.0,0
Happier,Happier - Single,Marshmello,2018-08-16,220298.0,16.0,1512765689.0,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,2023-10-18,31617.0,84.0,110545167.0,1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-04-07,69486.0,79.0,40223001.0,0
Butter,Butter,BTS,2021-05-21,9016.0,70.0,1175755478.0,0
Cinderella,WE DON'T TRUST YOU,Future,2024-03-22,21581.0,,11346227.0,1
Calma - Remix,Calma (Remix),Pedro Capï¿,2018-10-05,118846.0,67.0,2890512374.0,0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-05-06,191065.0,72.0,2322229374.0,0
Say So,Hot Pink,Doja Cat,2019-11-07,161574.0,69.0,879051516.0,1
Ransom,Ransom,Lil Tecca,2019-05-22,198992.0,77.0,749040183.0,1
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,152157.0,81.0,154143867.0,0
Pink Skies,Pink Skies,Zach Bryan,2024-05-24,4611.0,84.0,3322959.0,0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,170648.0,73.0,3187869227.0,1
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,2023-11-15,12.0,,,1
Cool,JnD Mix,,2024-05-25,,,,0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-08-11,66613.0,74.0,145094088.0,1
BESO,RR,ROSALï¿½,2023-03-24,81393.0,74.0,186060248.0,0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,2024-05-10,3022.0,80.0,14990394.0,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-12-09,42893.0,73.0,547937715.0,1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,2024-06-14,5.0,,,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,152193.0,68.0,187947945.0,1
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,210669.0,70.0,654629596.0,1
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,203617.0,79.0,515463883.0,1
Rich Flex,Her Loss,Drake,2022-11-04,185579.0,73.0,86053276.0,1
Standing Next to You,GOLDEN,Jung Kook,2023-11-03,23181.0,85.0,130563278.0,0
Congratulations,Congratulations,Post Malone,2016-11-04,246374.0,75.0,1790918527.0,1
Do It To It,Do It To It,ACRAZE,2021-08-20,238887.0,73.0,117678524.0,0
Tusa,Tusa,KAROL G,2019-11-07,157185.0,68.0,1816772749.0,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,272485.0,71.0,767399825.0,1
Good Good,Good Good,USHER,2023-08-04,14742.0,59.0,83224436.0,1
Austin,Austin - Single,Dasha,2023-11-17,179.0,87.0,28916868.0,1
Search & Rescue,Search & Rescue,Drake,2023-04-07,96709.0,69.0,40938953.0,1
TULUM,TULUM,Peso Pluma,2023-06-28,36912.0,74.0,253468644.0,1
Shivers,#NAME?,Ed Sheeran,2020-01-01,188855.0,77.0,683237554.0,0
Coup du marteau,Coup du marteau,Tam Sir,2023-12-08,4241.0,,79219504.0,0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,2020-10-14,24868.0,45.0,29836991.0,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,1967.0,,108892433.0,0
Sunroof,Sunroof,Nicky Youre,2021-12-03,10469.0,79.0,169046580.0,0
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04,13.0,,918283411.0,0
Los del Espacio,Los del Espacio - Single,LIT killah,2023-06-01,53671.0,72.0,314467618.0,0
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,217189.0,69.0,1875005008.0,1
MAMIII,MAMIII,Becky G,2022-02-10,80109.0,74.0,628307968.0,1
Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,169696.0,73.0,385820349.0,0
exes,exes,Tate McRae,2023-11-17,27272.0,,33501338.0,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,9067.0,41.0,136028794.0,0
Stick Season,Stick Season,Noah Kahan,2022-07-08,113676.0,86.0,89431811.0,0
Need To Know,Need To Know,Doja Cat,2021-06-11,164743.0,71.0,507790705.0,1
kompa pasiï¿½,kompa pasiï¿½,ıııııııııı,2024-04-12,2602.0,78.0,8529869.0,0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,2022-10-20,22919.0,73.0,805683907.0,0
Last Last,Last Last,Burna Boy,2022-05-12,130203.0,68.0,332556651.0,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,2023-01-29,756.0,,32806412.0,0
500lbs,500lbs,Lil Tecca,2023-07-21,79228.0,68.0,32342535.0,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,217189.0,72.0,247680355.0,1
BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,91114.0,64.0,116400996.0,1
ıııııııııııı,ıııııııııııı,YOASOBI,2023-04-12,47785.0,69.0,490408465.0,0
Lï¿½ï¿½ï¿½AMOUR DE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,5186.0,85.0,11080040.0,0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,2023-03-03,42283.0,80.0,84066193.0,0
Madonna,Madonna - Single,Natanael Cano,2024-03-08,7265.0,85.0,105675950.0,1
deja vu,deja vu,Olivia Rodrigo,2021-04-01,172376.0,80.0,638102695.0,1
6. A.M.,Motion is Emotion,Azul,2022-10-07,5.0,,1231300374.0,0
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2024-02-15,10306.0,85.0,93106341.0,0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,2023-05-08,22962.0,33.0,61652249.0,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,5188.0,87.0,6390843.0,0
Doja,Doja,Central Cee,2022-07-21,192241.0,74.0,201326163.0,1
Kill This Love,Kill This Love,BLACKPINK,2019-04-04,63934.0,67.0,2920436498.0,0
Lan,Lan - Single,Zeynep Bastï¿½,2024-03-08,4073.0,72.0,146249969.0,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,2024-04-05,1347.0,87.0,6018651.0,0
Sweet but Psycho,Sweet but Psycho,Ava Max,2018-08-17,174052.0,76.0,1254501233.0,0
Hey Mor,Hey Mor,Ozuna,2022-10-06,97956.0,76.0,383748675.0,0
Ferrari,Ferrari,James Hype,2022-03-15,185422.0,74.0,202193289.0,0
Falling,Falling,Trevor Daniel,2018-10-05,225643.0,71.0,1151842584.0,0
positions,positions,Ariana Grande,2020-10-23,139215.0,74.0,778340255.0,1
Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,211823.0,74.0,214359669.0,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,34.0,,,0
Save Your Tears,After Hours,The Weeknd,2020-03-20,304456.0,80.0,365257705.0,1
Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,189487.0,78.0,530778926.0,1
This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,204049.0,79.0,3084719501.0,0
China,China,Anuel AA,2019-07-19,137559.0,68.0,2324673715.0,0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,64239.0,69.0,4168791151.0,0
Moonlight,?,XXXTENTACION,2018-03-16,241112.0,77.0,1607650475.0,1
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,2711.0,,,0
Smart,EASY,LE SSERAFIM,2024-02-19,6829.0,74.0,130698280.0,0
That's What I Like,24K Magic,Bruno Mars,2016-11-17,209632.0,80.0,2696139998.0,0
Commando,Commando - Single,Mavokali,2022-09-28,9105.0,,48246851.0,0
The Business,The Business,Tiï¿½ï¿,2020-09-16,255697.0,70.0,539885283.0,0
Ride It,Ride It,Regard,2019-07-26,220002.0,76.0,564022753.0,0
Mwaki,SURRENDER,Zerb,2023-09-27,36468.0,42.0,78160610.0,0
BICHOTA,BICHOTA,KAROL G,2020-10-23,86379.0,64.0,1591945481.0,1
Renklensin,Renklensin - Single,Reynmen,2024-04-19,263.0,75.0,77507185.0,0
Bad idea,Missing,Kurochuu,2024-06-09,2.0,1.0,,0
writhe,writhe,daine,2023-02-21,163.0,15.0,915870602.0,0
The Hills,The Hills,The Weeknd,2015-05-27,33331.0,80.0,2404495013.0,1
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,15863.0,72.0,,0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,4083.0,84.0,7658766.0,0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,2024-06-06,,,,0
Te Felicito,Te Felicito,Shakira,2022-04-21,74269.0,67.0,719244041.0,0
Que Onda,Que Onda - Single,Calle 24,2023-08-30,36781.0,81.0,227994801.0,1
Stumblin' In,Stumblin' In,CYRIL,2023-11-10,22208.0,83.0,29260192.0,0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,1668.0,23.0,,0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,2022-09-22,8034.0,68.0,138760138.0,1
Desesperados,VICE VERSA,Rauw Alejandro,2021-12-10,119558.0,78.0,722946861.0,1
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,20266.0,,138348246.0,0
Sugar,V (Deluxe),Maroon 5,2014-08-29,186038.0,75.0,4151880976.0,1
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,2024-03-18,5.0,,,1
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,2024-01-12,17285.0,,113081188.0,0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,2023-01-14,245.0,28.0,944088313.0,0
Old Town Road - Remix,Old Town Road,Lil Nas X,2019-04-05,186252.0,68.0,11512.0,0
Let Me Love You,Encore,DJ Snake,2016-08-05,205482.0,80.0,2457588032.0,0
Envolver,Envolver - Single,Anitta,2021-11-11,77669.0,65.0,836072339.0,0
Oublie-moi,Oublie-moi,Emkal,2022-09-16,11288.0,42.0,58383075.0,1
Malohat,Malohat,Xamdam Sobirov,2024-04-20,13.0,,95889492.0,0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,2024-04-29,1629.0,75.0,70452629.0,0
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,2023-06-22,22779.0,76.0,191499043.0,1
you broke me first,you broke me first,Tate McRae,2020-04-17,169076.0,77.0,706284693.0,1
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,2017-06-16,89812.0,61.0,47166510.0,1
Beggin',Chosen,Mï¿½ï¿½ne,2017-12-08,35876.0,79.0,424132504.0,0
Faint,Papercuts,Linkin Park,2024-04-12,3.0,,,0
Pretty - Sped Up,Pretty,MEYY,2023-06-07,498.0,40.0,485422.0,0
Hawï¿½,Hawï¿½,Maluma,2020-07-29,123303.0,73.0,1464055196.0,0
LA FALDA,LA FALDA - Single,Myke Towers,2023-11-22,29235.0,82.0,104584293.0,1
act ii: date @ 8,act ii: date @ 8,4batz,2023-12-07,293.0,,32239845.0,1
Cradles,Cradles,Sub Urban,2019-01-04,155765.0,68.0,1098942075.0,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-05-04,323997.0,72.0,320969468.0,1
Angel Numbers / Ten Toes,11:11,Chris Brown,2023-11-10,40225.0,75.0,41976731.0,1
Never Lose Me,Never Lose Me - Single,Flo Milli,2023-11-30,2358.0,,11587186.0,1
Reggaeton Champagne,Kittyponeo,Bellakath,2023-10-05,17159.0,,250897173.0,1
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,2024-03-08,2141.0,76.0,57665106.0,0
Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,202465.0,79.0,699931779.0,1
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2020-07-17,142225.0,68.0,531872316.0,0
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,13.0,,,0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,2023-11-27,6748.0,80.0,307571207.0,0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,2024-05-23,2099.0,81.0,17850177.0,1
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,2022-12-02,142076.0,79.0,25776208.0,1
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,2022-06-10,59749.0,73.0,215094924.0,0
obsessed,GUTS (spilled),Olivia Rodrigo,2024-03-22,6621.0,,16165402.0,1
Eyes Closed,Eyes Closed,Imagine Dragons,2024-04-03,5159.0,,30060301.0,0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,2024-04-03,4228.0,77.0,43174948.0,1
Don't Let Me Down,Pop Party,The Chainsmokers,2016-01-01,206507.0,76.0,2813990127.0,0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,2018-06-15,51129.0,65.0,3435321800.0,0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,2020-11-18,201783.0,77.0,456651608.0,0
Wake Me Up,TRUE,Avicii,2013-01-01,347004.0,81.0,3214634614.0,0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,2023-10-06,20983.0,80.0,59799293.0,0
Chulo pt.2,Chulopt2,Bad Gyal,2023-06-22,42351.0,69.0,313180496.0,1
All Girls Are The Same,All Girls Are The Same,Juice WRLD,2018-04-13,219797.0,76.0,130721152.0,1
Push Up - Main Edit,Push Up - Single,Creeds,2023-03-31,81319.0,77.0,22545691.0,0
Kings & Queens,Kings & Queens,Ava Max,2020-03-12,130031.0,73.0,627987518.0,0
Adore You,Adore You,Harry Styles,2019-12-06,17112.0,78.0,721445001.0,0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,304394.0,78.0,925241514.0,1
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,2023-03-30,51032.0,68.0,135400007.0,1
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,2024-04-26,5049.0,2.0,,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,2018-09-28,3783.0,65.0,2737562687.0,1
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,2023-08-14,18958.0,70.0,396928355.0,0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,2022-11-20,24878.0,42.0,299024405.0,0
ADIVINO,ADIVINO - Single,Myke Towers,2024-04-25,11425.0,84.0,6595595.0,1
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,2024-04-18,301.0,78.0,72074397.0,0
Cruel Summer,Lover,Taylor Swift,2019-08-23,121479.0,88.0,342388433.0,0
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,15.0,,,0
Breathe,2093,Yeat,2024-02-16,16735.0,,4756180.0,1
Unforgettable,EPIC AF,French Montana,2017-01-01,275044.0,82.0,2173793028.0,1
EASY,EASY,LE SSERAFIM,2024-02-19,7192.0,78.0,139498636.0,0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,2023-05-31,47202.0,70.0,350630590.0,1
Faded,Faded,Benjamin Richter,2017-07-28,24.0,,4542997940.0,0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,2024-05-10,1665.0,57.0,39678645.0,0
ıııııııııı ıııııııııııı,ıııııııııı ıııııııııııı,ALEX&RUS,2019-07-03,14893.0,41.0,263688786.0,0
Move,Move - Single,Adam Port,2024-06-07,1348.0,67.0,1541922.0,0
F.N,F.N,Lil Tjay,2019-08-09,186835.0,70.0,534384489.0,1
Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,233504.0,82.0,2083619058.0,0
Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,157465.0,76.0,3624778617.0,0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,2017-11-03,43481.0,63.0,3623407739.0,1
HUMBLE.,HUMBLE.,Kendrick Lamar,2017-03-31,311766.0,80.0,1281355260.0,1
Forget Me,Forget Me,Lewis Capaldi,2022-09-09,53783.0,69.0,78559130.0,0
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,2022-08-12,22.0,,1197426502.0,0
Scared To Start,Scared To Start,Michael Marcagi,2024-01-12,23417.0,84.0,14777855.0,0
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,2022-08-12,88241.0,64.0,128432797.0,1
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,2023-03-10,91229.0,74.0,81238584.0,0
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,2011-01-01,352833.0,74.0,2729174469.0,0
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2015-11-05,161156.0,78.0,3951663770.0,0
Oh No,Cold As Ice,Kreepa,2019-12-13,14548.0,41.0,17978707.0,1
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2019-02-07,181654.0,70.0,464768581.0,1
7 Years,Lukas Graham (Blue Album),Lukas Graham,2015-06-16,218955.0,78.0,2155590787.0,0
Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,134151.0,82.0,121756122.0,0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,31206.0,81.0,317295184.0,1
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,2013-01-01,204118.0,75.0,1307002701.0,0
I Wanna Party,I Wanna Party - Single,,2024-05-31,,,,0
Bailando Bachata,Bailando Bachata - Single,Chayanne,2023-05-25,15391.0,72.0,252644706.0,0
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,2023-12-06,,,,0
Treat You Better,Treat You Better,Shawn Mendes,2016-06-03,18326.0,80.0,2766700889.0,0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,2022-08-19,843.0,78.0,442672273.0,0
Let Her Go,Let Her Go,Passenger,2012-07-27,84884.0,69.0,3967431755.0,0
Fall Back,Fall Back / Selfish Game - Single,Lithe,2024-03-21,10811.0,81.0,18048583.0,0
Stressed Out,Stressed Out,Twenty One Pilots,2015-04-28,333612.0,79.0,3241796669.0,0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,2019-01-01,233472.0,67.0,1001433936.0,1
All of Me,Love In The Future (South Africa Tour Edition),John Legend,2012-01-01,259202.0,80.0,3064193777.0,0
2055,2055,Sleepy Hallow,2021-04-14,195603.0,77.0,168936854.0,1
Bandit,Bandit - Single,Don Toliver,2024-02-01,19834.0,12.0,6556571.0,1
Redbone,Redbone,Childish Gambino,2016-11-17,377159.0,76.0,887924965.0,1
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,2024-03-08,1305.0,74.0,148165738.0,0
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,2023-10-25,1405.0,,6176518.0,0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,2021-11-19,57858.0,68.0,749366767.0,0
You Proof,You Proof,Morgan Wallen,2022-05-13,64367.0,79.0,141964689.0,0
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,2021-09-03,240419.0,75.0,,0
Break My Heart,Break My Heart,Dua Lipa,2020-03-25,130486.0,71.0,761387435.0,0
Shut Down,BORN PINK,BLACKPINK,2022-09-16,39852.0,67.0,633781726.0,0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,2023-11-17,6236.0,81.0,242715015.0,0
Never Let Go,Never Let Go - Single,Jung Kook,2024-06-07,722.0,81.0,5611228.0,0
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,2023-01-20,26.0,6.0,854850866.0,0
Chill Vibes,Chill Vibes,Tollan Kim,2022-03-31,560.0,32.0,668067.0,0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,2018-10-11,159832.0,71.0,1572511545.0,0
Toosie Slide,Toosie Slide,Drake,2020-04-03,200623.0,64.0,507137305.0,1
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,29511.0,76.0,304538874.0,0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,5179.0,80.0,18713330.0,1
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,200091.0,69.0,372311322.0,1
La llama que Baila,La llama que Baila,El Reino Infantil,2022-06-10,145.0,22.0,1209387613.0,0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2024-05-16,3565.0,79.0,3729783.0,0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,8345.0,68.0,238368386.0,1
El Merengue,El Merengue - Single,Marshmello,2023-03-03,59791.0,75.0,211317309.0,0
Made For Me,Made For Me,Muni Long,2023-09-15,13253.0,76.0,66893881.0,0
Let's Go 4,Let's Go 4,Mc IG,2023-09-11,27317.0,,286261279.0,1
TELEKINESIS,UTOPIA,Travis Scott,2023-07-28,92838.0,75.0,31625039.0,1
Daqui pra Sempre,Daqui pra Sempre,Manu,2023-09-22,12794.0,76.0,340975288.0,0
Martin & Gina,THE GOAT,Polo G,2020-05-15,212406.0,76.0,226717718.0,1
"thank u, next","thank u, next",Ariana Grande,2018-11-03,134913.0,73.0,1479999649.0,1
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,2016-04-04,379853.0,82.0,456806913.0,0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,2019-11-26,160875.0,70.0,200055211.0,0
Hope,?,XXXTENTACION,2018-03-16,201082.0,78.0,460915912.0,1
TRUSTFALL,TRUSTFALL,P!nk,2023-01-27,3561.0,65.0,95799266.0,0
Intentions (feat. Quavo),Intentions,Justin Bieber,2020-02-07,124387.0,69.0,1048571287.0,0
PRC,PRC,Peso Pluma,2023-01-24,5204.0,69.0,417352534.0,1
Lemonade,Lemonade,Internet Money,2020-08-14,280937.0,12.0,446997037.0,1
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,192182.0,69.0,201781716.0,1
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,2023-10-20,20841.0,,74067917.0,1
